Starting new run: Thu Jul 06 15:08:57 2023

alphaCam;alphaDotCam;systemTime
0.000000;0.000000;Thu Jul 06 15:09:04 2023
0.005435;0.355348;Thu Jul 06 15:09:04 2023
0.000000;-0.355452;Thu Jul 06 15:09:04 2023
0.000000;0.000000;Thu Jul 06 15:09:04 2023
0.005405;0.353531;Thu Jul 06 15:09:04 2023
0.005405;0.000000;Thu Jul 06 15:09:04 2023
0.005435;0.001923;Thu Jul 06 15:09:04 2023
0.000000;-0.355923;Thu Jul 06 15:09:04 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.005435;0.355946;Thu Jul 06 15:09:05 2023
0.000000;-0.356186;Thu Jul 06 15:09:05 2023
0.005405;0.354335;Thu Jul 06 15:09:05 2023
0.005405;0.000000;Thu Jul 06 15:09:05 2023
0.005405;0.000000;Thu Jul 06 15:09:05 2023
0.005405;0.000000;Thu Jul 06 15:09:05 2023
0.005435;0.001928;Thu Jul 06 15:09:05 2023
0.005405;-0.001928;Thu Jul 06 15:09:05 2023
0.000000;-0.354928;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.005435;0.357301;Thu Jul 06 15:09:05 2023
0.000000;-0.357440;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.005405;0.349461;Thu Jul 06 15:09:05 2023
0.000000;-0.349403;Thu Jul 06 15:09:05 2023
0.005405;0.348487;Thu Jul 06 15:09:05 2023
0.005405;0.000000;Thu Jul 06 15:09:05 2023
0.010869;0.351679;Thu Jul 06 15:09:05 2023
0.000000;-0.699995;Thu Jul 06 15:09:05 2023
0.005405;0.348242;Thu Jul 06 15:09:05 2023
