Starting new run:  K= -1.000000, -1.661800, 36.745900, -1.622700, 3.242100 - Tue Jun 20 13:25:44 2023

alphaQube;alphaDotQube;thetaQube;thetaDotQube;z;thetaTarget;p1x;p1y;p2x;p2y;alphaCam;alphaDotCam;cameraAngle;twoDotCheck;Kx;KxCam;camControl;systemTime
0.003068;0.000000;0.006136;0.306796;0.071269;0.000000;42.500000;89.500000;235.500000;90.500000;-0.005181;-0.519918;-0.296867;1;-0.466569;-0.769695;0;Tue Jun 20 13:25:58 2023
0.003068;0.000000;0.006136;0.000000;0.071330;0.000000;42.500000;90.500000;234.500000;92.500000;-0.010416;-0.525298;-0.596809;1;0.031208;-0.464283;0;Tue Jun 20 13:25:58 2023
0.003068;0.000000;0.006136;0.000000;0.071391;0.000000;42.500000;89.500000;234.500000;91.500000;-0.010416;0.000000;-0.596809;1;0.031147;-0.464344;0;Tue Jun 20 13:25:58 2023
0.003068;0.000000;0.006136;0.000000;0.071453;0.000000;43.500000;89.500000;234.500000;91.500000;-0.010471;-0.005472;-0.599934;1;0.031086;-0.466409;0;Tue Jun 20 13:25:58 2023
0.006136;0.306796;0.006136;0.000000;0.071514;0.000000;42.500000;90.500000;233.500000;91.500000;-0.005236;0.525329;-0.299975;1;1.138423;0.720568;0;Tue Jun 20 13:25:58 2023
0.006136;0.000000;0.006136;0.000000;0.071576;0.000000;42.500000;90.500000;234.500000;91.500000;-0.005208;0.002736;-0.298413;1;0.143698;-0.273155;0;Tue Jun 20 13:25:58 2023
0.003068;-0.306796;0.006136;0.000000;0.071637;0.000000;43.500000;90.500000;234.500000;90.500000;0.000000;0.522599;0.000000;1;-0.963762;-1.076497;0;Tue Jun 20 13:25:58 2023
0.000000;-0.306796;0.003068;-0.306796;0.071668;0.000000;42.500000;90.500000;233.500000;91.500000;-0.005236;-0.525341;-0.299975;1;-0.573592;-0.765977;0;Tue Jun 20 13:25:58 2023
0.003068;0.306796;0.006136;0.306796;0.071729;0.000000;42.500000;89.500000;233.500000;90.500000;-0.005236;0.000000;-0.299975;1;0.527635;0.222515;0;Tue Jun 20 13:25:58 2023
0.003068;0.000000;0.006136;0.000000;0.071790;0.000000;43.500000;89.500000;234.500000;90.500000;-0.005236;0.000000;-0.299975;1;0.030748;-0.274372;0;Tue Jun 20 13:25:58 2023
0.003068;0.000000;0.009204;0.306796;0.071882;0.000000;42.500000;90.500000;234.500000;90.500000;0.000000;0.525347;0.000000;1;-0.472280;-0.585015;0;Tue Jun 20 13:25:58 2023
0.006136;0.306796;0.009204;0.000000;0.071974;0.000000;42.500000;90.500000;234.500000;90.500000;0.000000;0.000000;0.000000;1;1.132864;0.907394;0;Tue Jun 20 13:25:58 2023
0.006136;0.000000;0.009204;0.000000;0.072066;0.000000;42.500000;91.500000;233.500000;91.500000;0.000000;0.000000;0.000000;1;0.138109;-0.087361;0;Tue Jun 20 13:25:58 2023
