Starting new run: Thu Jun  8 13:18:23 2023

cameraAngle;alphaCam;alphaDotCam;alphaQube;alphaDotQube;Kx;KxCam;systemTime
0.005988;0.000105;0.014790;0.006136;0.000000;0.125115;-0.096837;Thu Jun  8 13:18:44 2023
0.005988;0.000105;0.000000;0.006136;0.000000;0.124841;-0.158509;Thu Jun  8 13:18:44 2023
0.011904;0.000208;0.014613;0.006136;0.000000;-0.651867;-0.869704;Thu Jun  8 13:18:44 2023
0.023805;0.000415;0.029395;0.009204;0.306796;1.522091;-0.042329;Thu Jun  8 13:18:44 2023
0.018070;0.000315;-0.014164;0.009204;0.000000;0.247970;-0.228402;Thu Jun  8 13:18:44 2023
0.000000;0.000000;-0.044633;0.006136;-0.306796;-0.393847;0.406185;Thu Jun  8 13:18:44 2023
0.011975;0.000209;0.029578;0.003068;-0.306796;-1.295056;-0.033009;Thu Jun  8 13:18:44 2023
0.000000;0.000000;-0.029578;0.003068;0.000000;-0.021758;-0.288673;Thu Jun  8 13:18:44 2023
0.000000;0.000000;0.000000;0.006136;0.306796;1.395669;-0.166163;Thu Jun  8 13:18:44 2023
0.018291;0.000319;0.045176;0.006136;0.000000;0.121822;0.036096;Thu Jun  8 13:18:44 2023
0.023948;0.000418;0.013973;0.006136;0.000000;0.121548;-0.089073;Thu Jun  8 13:18:44 2023
0.005952;0.000104;-0.044450;0.003068;-0.306796;-1.296428;-0.346624;Thu Jun  8 13:18:44 2023
0.005952;0.000104;0.000000;0.003068;0.000000;-0.023131;-0.162380;Thu Jun  8 13:18:44 2023
0.011975;0.000209;0.014878;0.006136;0.306796;1.394297;-0.095955;Thu Jun  8 13:18:44 2023
0.000000;0.000000;-0.029581;0.009204;0.306796;1.538152;-0.290606;Thu Jun  8 13:18:44 2023
0.035699;0.000623;0.088180;0.003068;-0.613592;-1.794664;1.003676;Thu Jun  8 13:18:44 2023
0.012048;0.000210;-0.058421;0.000000;-0.306796;-0.645593;0.395339;Thu Jun  8 13:18:44 2023
0.000000;0.000000;-0.029758;0.000000;0.000000;-0.128551;-0.252084;Thu Jun  8 13:18:44 2023
0.005988;0.000105;0.014790;0.003068;0.306796;0.512991;-0.838403;Thu Jun  8 13:18:44 2023
0.006024;0.000105;0.000089;0.003068;0.000000;-0.003776;-0.142597;Thu Jun  8 13:18:44 2023
0.000000;0.000000;-0.014879;0.003068;0.000000;-0.003776;-0.209672;Thu Jun  8 13:18:44 2023
0.000000;0.000000;0.000000;0.003068;0.000000;-0.003776;-0.147906;Thu Jun  8 13:18:44 2023
0.005988;0.000105;0.014790;0.003068;0.000000;0.772658;0.694836;Thu Jun  8 13:18:44 2023
0.017855;0.000312;0.029313;0.003068;0.000000;0.016127;0.008322;Thu Jun  8 13:18:44 2023
0.005952;0.000104;-0.029401;0.000000;-0.306796;-0.624866;0.531536;Thu Jun  8 13:18:44 2023
0.000000;0.000000;-0.014703;0.000000;0.000000;-0.107550;-0.168584;Thu Jun  8 13:18:44 2023
0.005988;0.000105;0.014790;0.000000;0.000000;-0.107001;-0.040694;Thu Jun  8 13:18:44 2023
0.006024;0.000105;0.000089;0.000000;0.000000;-0.106453;-0.101143;Thu Jun  8 13:18:44 2023
0.011975;0.000209;0.014700;0.000000;0.000000;-0.105904;-0.035061;Thu Jun  8 13:18:44 2023
