Starting new run:  K= -1.000000, -1.661800, 36.745900, -1.622700, 3.242100 - Mon Jun 26 13:22:21 2023

alphaQube;alphaDotQube;thetaQube;thetaDotQube;z;thetaTarget;p1x;p1y;p2x;p2y;alphaCam;alphaDotCam;cameraAngle;twoDotCheck;Kx;KxCam;alphaDotCamLP;alphaDotCamButterworth;camControl;y0;y1;y2;x0;x1;x2;x3;systemTime
0.003068;-0.230097;0.006136;0.000000;0.128445;0.000000;47.500000;101.500000;234.500000;102.500000;-0.005348;-0.803208;-0.306392;1;-0.771905;-1.197205;-0.076148;-0.275615;0;-0.275615;-0.326505;-0.249657;-0.803208;1.615014;-1.614984;1.615018;Mon Jun 26 13:22:32 2023
0.003068;-0.230097;0.006136;0.000000;0.128445;0.000000;47.500000;101.500000;234.500000;103.500000;-0.010695;-0.803131;-0.612766;1;-0.771905;-1.197205;-0.221545;-0.167976;0;-0.167976;-0.275615;-0.326505;-0.803131;-0.803208;1.615014;-1.614984;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;-0.230097;0.128486;0.000000;48.500000;101.500000;234.500000;103.500000;-0.010752;-0.008635;-0.616060;1;0.352529;-0.697790;-0.178963;-0.118562;0;-0.118562;-0.167976;-0.275615;-0.008635;-0.803131;-0.803208;1.615014;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;-0.230097;0.128486;0.000000;49.500000;102.500000;234.500000;101.500000;0.005405;2.426753;0.309704;1;0.352529;-0.697790;0.342180;-0.101312;0;-0.101312;-0.118562;-0.167976;2.426753;-0.008635;-0.803131;-0.803208;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128527;0.000000;48.500000;101.500000;234.500000;103.500000;-0.010752;-2.426726;-0.616060;1;-0.020890;-0.263466;-0.211601;-0.011933;0;-0.011933;-0.101312;-0.118562;-2.426726;2.426753;-0.008635;-0.803131;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128527;0.000000;48.500000;101.500000;235.500000;101.500000;0.000000;1.614889;0.000000;1;-0.020890;-0.263466;0.153697;0.094943;0;0.094943;-0.011933;-0.101312;1.614889;-2.426726;2.426753;-0.008635;Mon Jun 26 13:22:32 2023
0.000000;-0.230097;0.003068;0.000000;0.128568;0.000000;48.500000;102.500000;234.500000;102.500000;0.000000;0.000000;0.000000;1;-0.879664;0.174147;0.122958;0.152881;0;0.152881;0.094943;-0.011933;0.000000;1.614889;-2.426726;2.426753;Mon Jun 26 13:22:32 2023
0.000000;-0.230097;0.003068;0.000000;0.128568;0.000000;48.500000;102.500000;234.500000;102.500000;0.000000;0.000000;0.000000;1;-0.879664;0.174147;0.098366;0.197209;0;0.197209;0.152881;0.094943;0.000000;0.000000;1.614889;-2.426726;Mon Jun 26 13:22:32 2023
0.003068;0.230097;0.003068;0.000000;0.128609;0.000000;46.500000;101.500000;234.500000;103.500000;-0.010638;-1.597728;-0.609507;1;0.725026;0.505665;-0.240853;0.192959;0;0.192959;0.197209;0.152881;-1.597728;0.000000;0.000000;1.614889;Mon Jun 26 13:22:32 2023
0.003068;0.230097;0.003068;0.000000;0.128609;0.000000;47.500000;101.500000;233.500000;103.500000;-0.010752;-0.017179;-0.616060;1;0.725026;0.505665;-0.196118;0.061778;0;0.061778;0.192959;0.197209;-0.017179;-1.597728;0.000000;0.000000;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128650;0.000000;47.500000;101.500000;234.500000;102.500000;-0.005348;0.811793;-0.306392;1;-0.021013;-0.328558;0.005464;-0.137674;0;-0.137674;0.061778;0.192959;0.811793;-0.017179;-1.597728;0.000000;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128650;0.000000;48.500000;101.500000;234.500000;101.500000;0.000000;0.803189;0.000000;1;-0.021013;-0.328558;0.165009;-0.232955;0;-0.232955;-0.137674;0.061778;0.803189;0.811793;-0.017179;-1.597728;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128691;0.000000;47.500000;101.500000;234.500000;102.500000;-0.005348;-0.803200;-0.306392;1;-0.021054;-0.889053;-0.028633;-0.157121;0;-0.157121;-0.232955;-0.137674;-0.803200;0.803189;0.811793;-0.017179;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128691;0.000000;48.500000;101.500000;234.500000;101.500000;0.000000;0.803165;0.000000;1;-0.021054;-0.889053;0.137727;-0.010028;0;-0.010028;-0.157121;-0.232955;0.803165;-0.803200;0.803189;0.811793;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128732;0.000000;47.500000;101.500000;234.500000;102.500000;-0.005348;-0.803189;-0.306392;1;-0.021095;-0.166342;-0.050456;0.103423;0;0.103423;-0.010028;-0.157121;-0.803189;0.803165;-0.803200;0.803189;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128732;0.000000;48.500000;101.500000;234.500000;102.500000;-0.005376;-0.004318;-0.308039;1;-0.021095;-0.166342;-0.041229;0.135573;0;0.135573;0.103423;-0.010028;-0.004318;-0.803189;0.803165;-0.803200;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128773;0.000000;48.500000;101.500000;234.500000;101.500000;0.000000;0.807480;0.000000;1;-0.021136;0.108115;0.128513;0.098787;0;0.098787;0.135573;0.103423;0.807480;-0.004318;-0.803189;0.803165;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128773;0.000000;47.500000;101.500000;234.500000;102.500000;-0.005348;-0.803135;-0.306392;1;-0.021136;0.108115;-0.057817;0.056794;0;0.056794;0.098787;0.135573;-0.803135;0.807480;-0.004318;-0.803189;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128813;0.000000;47.500000;101.500000;234.500000;102.500000;-0.005348;0.000000;-0.306392;1;-0.021177;-0.146281;-0.046253;0.020963;0;0.020963;0.056794;0.098787;0.000000;-0.803135;0.807480;-0.004318;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128813;0.000000;47.500000;101.500000;234.500000;102.500000;-0.005348;0.000000;-0.306392;1;-0.021177;-0.146281;-0.037003;-0.031809;0;-0.031809;0.020963;0.056794;0.000000;0.000000;-0.803135;0.807480;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128854;0.000000;48.500000;101.500000;233.500000;102.500000;-0.005405;-0.008683;-0.309704;1;-0.021218;-0.433580;-0.031339;-0.079680;0;-0.079680;-0.031809;0.020963;-0.008683;0.000000;0.000000;-0.803135;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128854;0.000000;47.500000;101.500000;234.500000;102.500000;-0.005348;0.008683;-0.306392;1;-0.021218;-0.433580;-0.023334;-0.097095;0;-0.097095;-0.079680;-0.031809;0.008683;-0.008683;0.000000;0.000000;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128895;0.000000;48.500000;101.500000;234.500000;102.500000;-0.005376;-0.004318;-0.308039;1;-0.021259;-0.645285;-0.019531;-0.085558;0;-0.085558;-0.097095;-0.079680;-0.004318;0.008683;-0.008683;0.000000;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128895;0.000000;47.500000;100.500000;234.500000;102.500000;-0.010695;-0.798835;-0.612766;1;-0.021259;-0.645285;-0.175392;-0.072266;0;-0.072266;-0.085558;-0.097095;-0.798835;-0.004318;0.008683;-0.008683;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128936;0.000000;48.500000;102.500000;234.500000;102.500000;0.000000;1.606355;0.000000;1;-0.021300;-0.761317;0.180958;-0.067363;0;-0.067363;-0.072266;-0.085558;1.606355;-0.798835;-0.004318;0.008683;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128936;0.000000;47.500000;101.500000;234.500000;102.500000;-0.005348;-0.803192;-0.306392;1;-0.021300;-0.761317;-0.015872;-0.027637;0;-0.027637;-0.067363;-0.072266;-0.803192;1.606355;-0.798835;-0.004318;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128977;0.000000;48.500000;101.500000;234.500000;102.500000;-0.005376;-0.004318;-0.308039;1;-0.021340;-0.420177;-0.013562;0.040021;0;0.040021;-0.027637;-0.067363;-0.004318;-0.803192;1.606355;-0.798835;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.128977;0.000000;48.500000;101.500000;234.500000;102.500000;-0.005376;0.000000;-0.308039;1;-0.021340;-0.420177;-0.010849;0.069621;0;0.069621;0.040021;-0.027637;0.000000;-0.004318;-0.803192;1.606355;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.129018;0.000000;48.500000;101.500000;234.500000;102.500000;-0.005376;0.000000;-0.308039;0;-0.021381;-0.105954;-0.008679;0.052735;0;0.052735;0.069621;0.040021;0.000000;0.000000;-0.004318;-0.803192;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.129018;0.000000;47.500000;101.500000;234.500000;102.500000;-0.005348;0.004318;-0.306392;1;-0.021381;-0.105954;-0.006080;0.021589;0;0.021589;0.052735;0.069621;0.004318;0.000000;0.000000;-0.004318;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.129059;0.000000;47.500000;101.500000;234.500000;102.500000;-0.005348;0.000000;-0.306392;1;-0.021422;-0.260665;-0.004864;-0.004788;0;-0.004788;0.021589;0.052735;0.000000;0.004318;0.000000;0.000000;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.129059;0.000000;48.500000;101.500000;234.500000;102.500000;-0.005376;-0.004318;-0.308039;1;-0.021422;-0.260665;-0.004755;-0.019143;0;-0.019143;-0.004788;0.021589;-0.004318;0.000000;0.004318;0.000000;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.129100;0.000000;48.500000;101.500000;233.500000;102.500000;-0.005405;-0.004365;-0.309704;1;-0.021463;-0.393818;-0.004677;-0.022259;0;-0.022259;-0.019143;-0.004788;-0.004365;-0.004318;0.000000;0.004318;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.129100;0.000000;48.500000;101.500000;234.500000;101.500000;0.000000;0.811843;0.000000;1;-0.021463;-0.393818;0.158627;-0.003640;0;-0.003640;-0.022259;-0.019143;0.811843;-0.004365;-0.004318;0.000000;Mon Jun 26 13:22:32 2023
0.003068;0.000000;0.003068;0.000000;0.129141;0.000000;47.500000;101.500000;234.500000;102.500000;-0.005348;-0.803162;-0.306392;1;-0.021504;-0.146040;-0.033731;0.043831;0;0.043831;-0.003640;-0.022259;-0.803162;0.811843;-0.004365;-0.004318;Mon Jun 26 13:22:32 2023
