Starting new run:  K= -1.000000, -1.661800, 36.745900, -1.622700, 3.242100 - Sun Jan 21 16:07:00 2024
Qube Frequency: 150.000000, Cam framerate: 150.000000
AlphaDotTransformVector: 0.333656, 0.554470, -10.498437, 0.460679, -0.087547
alphaQube;alphaDotQube;thetaQube;thetaDotQube;z;thetaTarget;p1x;p1y;p2x;p2y;alphaCam;alphaDotCam;cameraAngle;twoDotCheck;Kx;KxCam;alphaFiltered;alphaDotFiltered;alphaFilteredGated;alphaDotFilteredGated;alphaDotKalman;alphaDotKKalman;camControl;systemTime
0.003068;-0.460194;-0.012272;0.000000;0.216250;0.000000;41.500000;112.500000;253.500000;111.500000;0.004717;0.707542;0.270261;1;-1.575118;1.731255;0.001157;0.337781;0.000000;0.000000;0.581293;0.439052;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.012272;0.000000;0.216169;0.000000;42.500000;112.500000;255.500000;112.500000;0.000000;-0.707542;0.000000;1;-0.083040;-2.036516;0.001746;-0.013441;0.000000;0.000000;-0.587550;0.396222;0;Sun Jan 21 16:07:11 2024
0.006136;0.460194;-0.012272;0.000000;0.216087;0.000000;41.500000;112.500000;254.500000;111.500000;0.004695;0.704220;0.268992;1;1.521772;1.822603;0.002041;0.103402;0.000000;0.000000;0.599398;0.380194;0;Sun Jan 21 16:07:11 2024
0.006136;0.000000;-0.009204;0.460194;0.216025;0.000000;42.500000;112.500000;253.500000;110.500000;0.009478;0.717538;0.543072;1;-0.722018;1.108560;0.004515;0.396589;0.004515;0.677250;0.582999;0.373975;0;Sun Jan 21 16:07:11 2024
0.006136;0.000000;-0.009204;0.000000;0.215964;0.000000;43.500000;112.500000;254.500000;111.500000;0.004739;-0.710863;0.271542;1;0.024801;-1.807199;0.005787;0.270259;0.005787;0.190736;-0.561106;0.371528;0;Sun Jan 21 16:07:11 2024
0.009204;0.460194;-0.009204;0.000000;0.215903;0.000000;42.500000;112.500000;253.500000;110.500000;0.009478;0.710863;0.543072;1;1.629593;1.967657;0.006434;-0.001709;0.006434;0.097180;0.595856;0.370560;0;Sun Jan 21 16:07:11 2024
0.009204;0.000000;-0.009204;0.000000;0.215841;0.000000;41.500000;112.500000;253.500000;112.500000;0.000000;-1.421758;0.000000;1;0.137659;-3.830702;0.005602;-0.720837;0.005602;-0.124798;-1.183191;0.370176;0;Sun Jan 21 16:07:11 2024
0.006136;-0.460194;-0.009204;0.000000;0.215780;0.000000;41.500000;112.500000;254.500000;111.500000;0.004695;0.704220;0.268992;1;-1.467011;1.921101;0.004006;0.039118;0.004006;-0.239525;0.608987;0.370024;0;Sun Jan 21 16:07:11 2024
0.006136;0.000000;-0.012272;-0.460194;0.215698;0.000000;41.500000;112.500000;254.500000;111.500000;0.004695;0.000000;0.268992;1;0.776922;0.690389;0.004343;0.063605;0.004343;0.050637;-0.006372;0.369963;0;Sun Jan 21 16:07:11 2024
0.006136;0.000000;-0.012272;0.000000;0.215616;0.000000;42.500000;112.500000;253.500000;110.500000;0.009478;0.717538;0.543072;1;0.030247;1.811895;0.005688;0.649120;0.005688;0.201740;0.554610;0.369939;0;Sun Jan 21 16:07:11 2024
0.006136;0.000000;-0.012272;0.000000;0.215535;0.000000;42.500000;111.500000;254.500000;111.500000;0.000000;-1.421758;0.000000;1;0.030329;-3.838220;0.005222;-0.493926;0.005222;-0.069888;-1.182867;0.369930;0;Sun Jan 21 16:07:11 2024
0.003068;-0.460194;-0.012272;0.000000;0.215453;0.000000;42.500000;112.500000;253.500000;110.500000;0.009478;1.421758;0.543072;1;-1.574320;3.872686;0.004985;0.038307;0.004985;-0.035608;1.198166;0.369926;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.012272;0.000000;0.215371;0.000000;41.500000;111.500000;254.500000;111.500000;0.000000;-1.421758;0.000000;1;-0.082243;-3.883849;0.004864;-0.294277;0.004864;-0.018142;-1.192930;0.369925;0;Sun Jan 21 16:07:11 2024
0.006136;0.460194;-0.012272;0.000000;0.215289;0.000000;42.500000;111.500000;253.500000;112.500000;-0.004739;-0.710895;-0.271542;1;1.522570;-1.942028;0.001316;-0.441601;0.000000;-0.729579;-0.553805;0.369924;0;Sun Jan 21 16:07:11 2024
0.006136;0.000000;-0.012272;0.000000;0.215207;0.000000;41.500000;112.500000;253.500000;110.500000;0.009434;2.125948;0.540510;1;0.030656;5.629254;0.001822;0.164400;0.000000;0.000000;1.775742;0.369924;0;Sun Jan 21 16:07:11 2024
0.009204;0.460194;-0.012272;0.000000;0.215125;0.000000;42.500000;112.500000;253.500000;110.500000;0.009478;0.006706;0.543072;1;1.635469;-0.081991;0.005565;1.096987;0.005565;0.834801;-0.028303;0.369924;0;Sun Jan 21 16:07:11 2024
0.009204;0.000000;-0.012272;0.000000;0.215044;0.000000;42.500000;112.500000;254.500000;111.500000;0.004717;-0.714216;0.270261;1;0.143555;-1.883489;0.006316;0.280094;0.006316;0.112634;-0.592497;0.369924;0;Sun Jan 21 16:07:11 2024
0.006136;-0.460194;-0.012272;0.000000;0.214962;0.000000;43.500000;111.500000;254.500000;111.500000;0.000000;-0.707542;0.000000;1;-1.461094;-1.879496;0.004375;-1.343942;0.004375;-0.291228;-0.569285;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;-0.460194;-0.015340;-0.460194;0.214860;0.000000;42.500000;112.500000;254.500000;111.500000;0.004717;0.707542;0.270261;1;-0.821871;2.632792;0.003386;-0.168245;0.000000;-0.656208;0.601770;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.015340;0.000000;0.214757;0.000000;42.500000;111.500000;254.500000;111.500000;0.000000;-0.707542;0.000000;1;-0.076531;-2.113208;0.002882;0.413291;0.000000;0.000000;-0.626084;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.015340;0.000000;0.214655;0.000000;43.500000;111.500000;253.500000;110.500000;0.004762;0.714280;0.272835;1;-0.076428;1.878490;0.002636;0.243512;0.000000;0.000000;0.607878;0.369924;0;Sun Jan 21 16:07:11 2024
0.006136;0.460194;-0.015340;0.000000;0.214553;0.000000;41.500000;112.500000;254.500000;109.500000;0.014084;1.398256;0.806929;1;1.528405;3.731290;0.005964;0.454620;0.005964;0.894572;1.141607;0.369924;0;Sun Jan 21 16:07:11 2024
0.006136;0.000000;-0.015340;0.000000;0.214451;0.000000;42.500000;111.500000;255.500000;110.500000;0.004695;-1.408316;0.268992;1;0.036511;-3.766165;0.007643;0.246359;0.007643;0.251881;-1.189987;0.369924;0;Sun Jan 21 16:07:11 2024
0.006136;0.000000;-0.015340;0.000000;0.214348;0.000000;42.500000;111.500000;254.500000;111.500000;0.000000;-0.704220;0.000000;1;0.036613;-1.810999;0.005045;-0.731636;0.005045;-0.389660;-0.557520;0.369924;0;Sun Jan 21 16:07:11 2024
0.006136;0.000000;-0.015340;0.000000;0.214246;0.000000;43.500000;111.500000;253.500000;109.500000;0.009524;1.428528;0.545658;1;0.036716;3.861234;0.004906;-0.326778;0.004906;-0.020932;1.193585;0.369924;0;Sun Jan 21 16:07:11 2024
0.006136;0.000000;-0.015340;0.000000;0.214144;0.000000;43.500000;111.500000;253.500000;110.500000;0.004762;-0.714248;0.272835;1;0.036818;-1.952424;0.006002;0.554936;0.006002;0.164477;-0.612051;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;-0.460194;-0.015340;0.000000;0.214041;0.000000;41.500000;111.500000;254.500000;110.500000;0.004695;-0.010060;0.268992;1;-1.567810;0.020725;0.005377;0.295898;0.005377;-0.093799;0.003607;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.018408;-0.460194;0.213919;0.000000;43.500000;110.500000;254.500000;111.500000;-0.004739;-1.415115;-0.271542;1;0.676163;-3.097914;0.002729;-1.347679;0.000000;-0.806538;-1.160238;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.018408;0.000000;0.213796;0.000000;41.500000;111.500000;254.500000;110.500000;0.004695;1.415115;0.268992;1;-0.070471;3.637074;0.001379;0.001140;0.000000;0.000000;1.162702;0.369924;0;Sun Jan 21 16:07:11 2024
0.006136;0.460194;-0.018408;0.000000;0.213673;0.000000;42.500000;110.500000;253.500000;109.500000;0.004739;0.006675;0.271542;1;1.534382;-0.106515;0.003016;0.819268;0.000000;0.000000;-0.010566;0.369924;0;Sun Jan 21 16:07:11 2024
0.006136;0.000000;-0.018408;0.000000;0.213551;0.000000;42.500000;110.500000;253.500000;109.500000;0.004739;0.000000;0.271542;1;0.042509;-0.034001;0.003861;0.527815;0.000000;0.000000;0.002187;0.369924;0;Sun Jan 21 16:07:11 2024
0.006136;0.000000;-0.018408;0.000000;0.213428;0.000000;41.500000;111.500000;253.500000;110.500000;0.004717;-0.003353;0.270261;1;0.042632;-0.027865;0.004286;-0.634751;0.004286;0.642863;-0.000774;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;-0.460194;-0.018408;0.000000;0.213305;0.000000;42.500000;110.500000;254.500000;110.500000;0.000000;-0.707542;0.000000;1;-1.561976;-1.937905;0.003340;-0.415616;0.000000;-0.642863;-0.579232;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.021476;-0.460194;0.213162;0.000000;42.500000;110.500000;254.500000;110.500000;0.000000;0.000000;0.000000;1;0.682019;0.696422;0.001702;0.105546;0.000000;0.000000;0.019926;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.021476;0.000000;0.213019;0.000000;42.500000;110.500000;254.500000;110.500000;0.000000;0.000000;0.000000;1;-0.064595;-0.234864;0.000867;-0.218598;0.000000;0.000000;-0.027573;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.021476;0.000000;0.212876;0.000000;41.500000;110.500000;254.500000;110.500000;0.000000;0.000000;0.000000;1;-0.064452;-0.125329;0.000442;-0.081036;0.000000;0.000000;0.010988;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.021476;0.000000;0.212589;0.000000;41.500000;110.500000;254.500000;110.500000;0.000000;0.000000;0.000000;1;-0.064309;-0.135129;0.000225;0.212964;0.000000;0.000000;0.010377;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.021476;0.000000;0.212589;0.000000;41.500000;110.500000;254.500000;110.500000;0.000000;0.000000;0.000000;1;-0.064166;-0.139040;0.000115;0.015559;0.000000;0.000000;0.010378;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.021476;0.000000;0.212446;0.000000;42.500000;110.500000;254.500000;108.500000;0.009434;1.415052;0.540510;1;-0.064023;3.713146;0.002372;0.456775;0.000000;0.000000;1.172931;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.021476;0.000000;0.212160;0.000000;42.500000;109.500000;254.500000;110.500000;-0.004717;-2.122594;-0.270261;1;-0.063880;-5.826046;0.002365;-0.274395;0.000000;0.000000;-1.769326;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.021476;0.000000;0.212017;0.000000;41.500000;110.500000;252.500000;111.500000;-0.004739;-0.003353;-0.271542;1;-0.063593;-0.073840;-0.001114;-0.623336;0.000000;0.000000;0.044235;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.021476;0.000000;0.211873;0.000000;42.500000;110.500000;253.500000;108.500000;0.009478;2.132654;0.543072;1;-0.063450;5.586784;0.000595;0.205355;0.000000;0.000000;1.770803;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.024544;-0.460194;0.211710;0.000000;43.500000;110.500000;252.500000;109.500000;0.004785;-0.704060;0.274140;1;0.688569;-1.273104;0.003800;1.138279;0.000000;0.000000;-0.613362;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.024544;0.000000;0.211546;0.000000;42.500000;110.500000;254.500000;110.500000;0.000000;-0.717698;0.000000;1;-0.058024;-2.055810;0.003109;-0.052356;0.000000;0.000000;-0.616671;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.024544;0.000000;0.211383;0.000000;42.500000;109.500000;254.500000;109.500000;0.000000;0.000000;0.000000;1;-0.057861;-0.048190;0.001584;-1.321183;0.000000;0.000000;0.019799;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.024544;0.000000;0.211219;0.000000;42.500000;110.500000;254.500000;109.500000;0.004717;0.707542;0.270261;1;-0.057697;1.818265;0.001964;0.305807;0.000000;0.000000;0.591141;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.024544;0.000000;0.211055;0.000000;42.500000;109.500000;253.500000;108.500000;0.004739;0.003353;0.271542;1;-0.057534;-0.065059;0.003319;1.061214;0.000000;0.000000;-0.005169;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.024544;0.000000;0.210892;0.000000;42.500000;109.500000;253.500000;108.500000;0.004739;0.000000;0.271542;1;-0.057370;-0.018216;0.004015;-0.067135;0.004015;0.602294;0.001340;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.027612;-0.460194;0.210708;0.000000;42.500000;109.500000;253.500000;110.500000;-0.004739;-1.421790;-0.271542;1;0.694670;-3.125995;0.002046;-1.311920;0.000000;-0.602294;-1.166868;0.369924;0;Sun Jan 21 16:07:11 2024
0.003068;0.000000;-0.027612;0.000000;0.210524;0.000000;41.500000;109.500000;254.500000;110.500000;-0.004695;0.006675;-0.268992;1;-0.051903;-0.196508;-0.001271;-0.374564;0.000000;0.000000;0.004575;0.369924;0;Sun Jan 21 16:07:12 2024
0.003068;0.000000;-0.027612;0.000000;0.210339;0.000000;43.500000;109.500000;254.500000;109.500000;0.000000;0.704220;0.000000;1;-0.051719;1.705274;-0.001799;0.509100;0.000000;0.000000;0.597089;0.369924;0;Sun Jan 21 16:07:12 2024
0.000000;-0.460194;-0.027612;0.000000;0.210155;0.000000;41.500000;109.500000;253.500000;108.500000;0.004717;0.707542;0.270261;1;-1.656266;1.730669;0.000240;0.648043;0.000000;0.000000;0.581757;0.369924;0;Sun Jan 21 16:07:12 2024
