Starting new run:  K= -0.707100, -1.195200, 29.098000, -1.252100, 2.479700 - Sun Jan 21 16:53:00 2024
Qube Frequency: 150.000000, Cam framerate: 150.000000
AlphaDotTransformVector: 0.235928, 0.398786, -7.946669, 0.337026, 0.166832
alphaQube;alphaDotQube;thetaQube;thetaDotQube;z;thetaTarget;p1x;p1y;p2x;p2y;alphaCam;alphaDotCam;cameraAngle;twoDotCheck;Kx;KxCam;alphaFiltered;alphaDotFiltered;alphaFilteredGated;alphaDotFilteredGated;alphaDotKalman;alphaDotKKalman;camControl;systemTime
0.003068;0.000000;-0.036816;0.000000;0.208355;0.000000;33.500000;122.500000;253.500000;121.500000;0.004545;0.681813;0.260434;1;-0.014055;1.318123;0.001115;0.325498;0.000000;0.000000;0.560156;0.439052;0;Sun Jan 21 16:53:09 2024
0.006136;0.460194;-0.036816;0.000000;0.208110;0.000000;34.500000;122.500000;254.500000;119.500000;0.013636;1.363514;0.781258;1;1.216534;2.861516;0.005026;0.963487;0.005026;0.753874;1.136600;0.396222;0;Sun Jan 21 16:53:09 2024
0.006136;0.000000;-0.036816;0.000000;0.207865;0.000000;34.500000;122.500000;254.500000;119.500000;0.013636;0.000000;0.781258;0;0.075564;0.217289;0.009248;0.713257;0.009248;0.633254;0.020641;0.380194;0;Sun Jan 21 16:53:09 2024
0.006136;0.000000;-0.036816;0.000000;0.207619;0.000000;33.500000;122.500000;253.500000;120.500000;0.009091;-0.681729;0.520856;1;0.075737;-1.223623;0.010284;-0.319824;0.010284;0.155483;-0.572675;0.373975;0;Sun Jan 21 16:53:09 2024
0.006136;0.000000;-0.039884;-0.460194;0.207353;0.000000;33.500000;122.500000;253.500000;120.500000;0.009091;0.000000;0.520856;1;0.655802;0.700386;0.009698;-0.642150;0.009698;-0.087941;-0.023817;0.371528;0;Sun Jan 21 16:53:09 2024
0.006136;0.000000;-0.039884;0.000000;0.207087;0.000000;34.500000;122.500000;253.500000;120.500000;0.009132;0.006226;0.523235;1;0.079780;0.099974;0.009409;0.016338;0.009409;-0.043280;-0.030267;0.370560;0;Sun Jan 21 16:53:09 2024
0.006136;0.000000;-0.039884;0.000000;0.206822;0.000000;31.500000;122.500000;254.500000;119.500000;0.013452;0.647991;0.770749;1;0.079968;1.502406;0.010332;0.611669;0.010332;0.138363;0.524398;0.370176;0;Sun Jan 21 16:53:09 2024
0.003068;-0.460194;-0.039884;0.000000;0.206556;0.000000;31.500000;121.500000;254.500000;121.500000;0.000000;-2.017815;0.000000;1;-1.150259;-3.954050;0.008562;-0.765753;0.008562;-0.265385;-1.655367;0.370024;0;Sun Jan 21 16:53:09 2024
0.003068;0.000000;-0.042951;-0.460194;0.206269;0.000000;33.500000;122.500000;254.500000;119.500000;0.013574;2.036074;0.777723;1;0.570963;4.745786;0.007691;0.006187;0.007691;-0.130737;1.629352;0.369963;0;Sun Jan 21 16:53:09 2024
0.003068;0.000000;-0.042951;0.000000;0.205983;0.000000;32.500000;121.500000;253.500000;121.500000;0.000000;-2.036074;0.000000;1;-0.005043;-4.013545;0.007247;-0.370430;0.007247;-0.066610;-1.665564;0.369939;0;Sun Jan 21 16:53:09 2024
0.003068;0.000000;-0.042951;0.000000;0.205697;0.000000;31.500000;121.500000;253.500000;119.500000;0.009009;1.351315;0.516164;1;-0.004841;2.721532;0.005901;0.538146;0.005901;-0.201841;1.066230;0.369930;0;Sun Jan 21 16:53:09 2024
