Starting new run: Thu Jul 06 14:47:08 2023

alphaCam;alphaDotCam;systemTime
0.000000;-0.349258;Thu Jul 06 14:47:21 2023
0.010582;0.698504;Thu Jul 06 14:47:21 2023
0.005319;-0.347391;Thu Jul 06 14:47:21 2023
0.005319;0.000000;Thu Jul 06 14:47:21 2023
0.005291;-0.001857;Thu Jul 06 14:47:21 2023
0.005291;0.000000;Thu Jul 06 14:47:21 2023
0.005291;0.000000;Thu Jul 06 14:47:21 2023
0.005319;0.001857;Thu Jul 06 14:47:21 2023
-0.005291;-0.700081;Thu Jul 06 14:47:21 2023
0.005291;0.698175;Thu Jul 06 14:47:21 2023
0.005319;0.001857;Thu Jul 06 14:47:21 2023
-0.005263;-0.698107;Thu Jul 06 14:47:21 2023
0.000000;0.347190;Thu Jul 06 14:47:21 2023
0.005319;0.350858;Thu Jul 06 14:47:21 2023
0.005291;-0.001856;Thu Jul 06 14:47:21 2023
0.005319;0.001856;Thu Jul 06 14:47:21 2023
0.005319;0.000000;Thu Jul 06 14:47:21 2023
0.000000;-0.350849;Thu Jul 06 14:47:21 2023
0.005291;0.348966;Thu Jul 06 14:47:21 2023
0.005291;0.000000;Thu Jul 06 14:47:21 2023
0.005291;0.000000;Thu Jul 06 14:47:21 2023
0.010582;0.348873;Thu Jul 06 14:47:21 2023
0.000000;-0.697716;Thu Jul 06 14:47:21 2023
0.005263;0.347006;Thu Jul 06 14:47:21 2023
0.005291;0.001836;Thu Jul 06 14:47:21 2023
0.000000;-0.348793;Thu Jul 06 14:47:21 2023
0.000000;0.000000;Thu Jul 06 14:47:21 2023
0.005291;0.348923;Thu Jul 06 14:47:21 2023
-0.005291;-0.698257;Thu Jul 06 14:47:21 2023
0.000000;0.349258;Thu Jul 06 14:47:21 2023
0.005291;0.349320;Thu Jul 06 14:47:21 2023
0.000000;-0.349388;Thu Jul 06 14:47:21 2023
0.010582;0.698767;Thu Jul 06 14:47:21 2023
0.005291;-0.349435;Thu Jul 06 14:47:21 2023
0.000000;-0.349528;Thu Jul 06 14:47:21 2023
0.005319;0.351429;Thu Jul 06 14:47:21 2023
0.000000;-0.351532;Thu Jul 06 14:47:21 2023
0.005319;0.351482;Thu Jul 06 14:47:21 2023
0.000000;-0.351457;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
-0.005236;-0.345916;Thu Jul 06 14:47:22 2023
0.000000;0.346175;Thu Jul 06 14:47:22 2023
0.005319;0.351871;Thu Jul 06 14:47:22 2023
0.005319;0.000000;Thu Jul 06 14:47:22 2023
0.005291;-0.001862;Thu Jul 06 14:47:22 2023
0.000000;-0.350008;Thu Jul 06 14:47:22 2023
-0.005263;-0.348344;Thu Jul 06 14:47:22 2023
0.000000;0.348403;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
0.005319;0.351855;Thu Jul 06 14:47:22 2023
0.005319;0.000000;Thu Jul 06 14:47:22 2023
0.005291;-0.001862;Thu Jul 06 14:47:22 2023
0.005319;0.001862;Thu Jul 06 14:47:22 2023
0.000000;-0.351838;Thu Jul 06 14:47:22 2023
0.005319;0.351815;Thu Jul 06 14:47:22 2023
0.000000;-0.351790;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
0.005263;0.348066;Thu Jul 06 14:47:22 2023
0.005291;0.001841;Thu Jul 06 14:47:22 2023
0.005291;0.000000;Thu Jul 06 14:47:22 2023
0.005319;0.001861;Thu Jul 06 14:47:22 2023
0.000000;-0.351673;Thu Jul 06 14:47:22 2023
0.005291;0.349788;Thu Jul 06 14:47:22 2023
0.005291;0.000000;Thu Jul 06 14:47:22 2023
0.005319;0.001861;Thu Jul 06 14:47:22 2023
0.000000;-0.351660;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
0.005291;0.350036;Thu Jul 06 14:47:22 2023
0.000000;-0.350212;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
0.005291;0.350191;Thu Jul 06 14:47:22 2023
0.005319;0.001863;Thu Jul 06 14:47:22 2023
0.005319;0.000000;Thu Jul 06 14:47:22 2023
0.005291;-0.001863;Thu Jul 06 14:47:22 2023
0.005291;0.000000;Thu Jul 06 14:47:22 2023
0.005319;0.001862;Thu Jul 06 14:47:22 2023
0.005291;-0.001862;Thu Jul 06 14:47:22 2023
0.000000;-0.350130;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
0.005291;0.350141;Thu Jul 06 14:47:22 2023
0.005263;-0.001844;Thu Jul 06 14:47:22 2023
0.000000;-0.348722;Thu Jul 06 14:47:22 2023
0.005291;0.350570;Thu Jul 06 14:47:22 2023
0.000000;-0.350571;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
0.005291;0.350521;Thu Jul 06 14:47:22 2023
0.005291;0.000000;Thu Jul 06 14:47:22 2023
0.005291;0.000000;Thu Jul 06 14:47:22 2023
0.005291;0.000000;Thu Jul 06 14:47:22 2023
0.005319;0.001864;Thu Jul 06 14:47:22 2023
0.005291;-0.001864;Thu Jul 06 14:47:22 2023
0.000000;-0.350485;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
0.005291;0.350465;Thu Jul 06 14:47:22 2023
0.000000;-0.350469;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
0.000000;0.000000;Thu Jul 06 14:47:22 2023
0.005319;0.352285;Thu Jul 06 14:47:22 2023
0.000000;-0.352262;Thu Jul 06 14:47:22 2023
0.005291;0.350375;Thu Jul 06 14:47:22 2023
0.005291;0.000000;Thu Jul 06 14:47:22 2023
0.005319;0.001865;Thu Jul 06 14:47:22 2023
0.005291;-0.001866;Thu Jul 06 14:47:22 2023
0.005291;0.000000;Thu Jul 06 14:47:22 2023
0.000000;-0.350958;Thu Jul 06 14:47:23 2023
0.005319;0.352911;Thu Jul 06 14:47:23 2023
0.000000;-0.352924;Thu Jul 06 14:47:23 2023
0.000000;0.000000;Thu Jul 06 14:47:23 2023
0.005291;0.351113;Thu Jul 06 14:47:23 2023
-0.005291;-0.702175;Thu Jul 06 14:47:23 2023
0.000000;0.351270;Thu Jul 06 14:47:23 2023
0.000000;0.000000;Thu Jul 06 14:47:23 2023
0.005291;0.351309;Thu Jul 06 14:47:23 2023
0.005319;0.001869;Thu Jul 06 14:47:23 2023
0.005319;0.000000;Thu Jul 06 14:47:23 2023
0.000000;-0.353363;Thu Jul 06 14:47:23 2023
0.005291;0.351577;Thu Jul 06 14:47:23 2023
0.000000;-0.351607;Thu Jul 06 14:47:23 2023
