Starting new run: Thu Jul 06 15:13:04 2023

alphaCam;alphaDotCam;systemTime
0.000000;0.000000;Thu Jul 06 15:13:06 2023
0.005291;0.319524;Thu Jul 06 15:13:06 2023
0.000000;-0.320430;Thu Jul 06 15:13:06 2023
0.005263;0.318951;Thu Jul 06 15:13:06 2023
0.000000;-0.319072;Thu Jul 06 15:13:06 2023
0.005291;0.320870;Thu Jul 06 15:13:06 2023
0.000000;-0.322179;Thu Jul 06 15:13:06 2023
0.000000;0.000000;Thu Jul 06 15:13:06 2023
0.005291;0.321438;Thu Jul 06 15:13:06 2023
0.000000;-0.321681;Thu Jul 06 15:13:06 2023
0.005291;0.321745;Thu Jul 06 15:13:06 2023
0.000000;-0.321986;Thu Jul 06 15:13:06 2023
0.000000;0.000000;Thu Jul 06 15:13:06 2023
0.000000;0.000000;Thu Jul 06 15:13:06 2023
0.005291;0.322231;Thu Jul 06 15:13:06 2023
0.005291;0.000000;Thu Jul 06 15:13:06 2023
0.005319;0.001715;Thu Jul 06 15:13:07 2023
0.000000;-0.324210;Thu Jul 06 15:13:07 2023
0.005291;0.322593;Thu Jul 06 15:13:07 2023
0.000000;-0.322680;Thu Jul 06 15:13:07 2023
0.005291;0.322888;Thu Jul 06 15:13:07 2023
0.005263;-0.001700;Thu Jul 06 15:13:07 2023
0.000000;-0.321464;Thu Jul 06 15:13:07 2023
0.005291;0.324356;Thu Jul 06 15:13:07 2023
0.000000;-0.323519;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.005291;0.323605;Thu Jul 06 15:13:07 2023
0.000000;-0.323653;Thu Jul 06 15:13:07 2023
0.005319;0.325420;Thu Jul 06 15:13:07 2023
0.000000;-0.325465;Thu Jul 06 15:13:07 2023
0.005291;0.323813;Thu Jul 06 15:13:07 2023
0.000000;-0.323888;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.005291;0.324073;Thu Jul 06 15:13:07 2023
0.005263;-0.001712;Thu Jul 06 15:13:07 2023
0.005291;0.001706;Thu Jul 06 15:13:07 2023
0.005291;0.000000;Thu Jul 06 15:13:07 2023
0.005291;0.000000;Thu Jul 06 15:13:07 2023
0.000000;-0.324740;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.005291;0.324847;Thu Jul 06 15:13:07 2023
0.005291;0.000000;Thu Jul 06 15:13:07 2023
0.000000;-0.325100;Thu Jul 06 15:13:07 2023
0.005263;0.323445;Thu Jul 06 15:13:07 2023
0.005291;0.001712;Thu Jul 06 15:13:07 2023
0.000000;-0.325280;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.005291;0.325796;Thu Jul 06 15:13:07 2023
0.000000;-0.325959;Thu Jul 06 15:13:07 2023
0.005291;0.326132;Thu Jul 06 15:13:07 2023
0.000000;-0.326153;Thu Jul 06 15:13:07 2023
0.005291;0.326346;Thu Jul 06 15:13:07 2023
-0.005291;-0.652969;Thu Jul 06 15:13:07 2023
0.005291;0.654889;Thu Jul 06 15:13:07 2023
0.000000;-0.328342;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
-0.005291;-0.329309;Thu Jul 06 15:13:07 2023
0.000000;0.328876;Thu Jul 06 15:13:07 2023
0.005291;0.328879;Thu Jul 06 15:13:07 2023
0.000000;-0.328890;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.005319;0.333025;Thu Jul 06 15:13:07 2023
0.000000;-0.333882;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.005291;0.331613;Thu Jul 06 15:13:07 2023
0.005291;0.000000;Thu Jul 06 15:13:07 2023
0.005319;0.001765;Thu Jul 06 15:13:07 2023
0.000000;-0.333599;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
0.000000;0.000000;Thu Jul 06 15:13:07 2023
-0.005319;-0.335229;Thu Jul 06 15:13:08 2023
