Starting new run:  K= -1.000000, -1.661800, 36.745900, -1.622700, 3.242100 - Fri Jun 30 12:02:20 2023

alphaQube;alphaDotQube;thetaQube;thetaDotQube;z;thetaTarget;p1x;p1y;p2x;p2y;alphaCam;alphaDotCam;cameraAngle;twoDotCheck;Kx;KxCam;alphaFiltered;alphaDotFiltered;camControl;systemTime
0.006136;0.000000;0.012272;0.000000;0.150657;0.000000;62.500000;83.500000;250.500000;82.500000;0.005319;-0.797073;0.304762;1;0.054419;0.004612;0.006499;0.073094;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.150739;0.000000;62.500000;83.500000;251.500000;82.500000;0.005291;-0.004218;0.303149;1;0.054337;0.067667;0.004942;0.238128;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.150821;0.000000;62.500000;82.500000;252.500000;82.500000;0.000000;-0.792904;0.000000;1;0.054256;0.026417;0.003595;-0.102290;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.150903;0.000000;62.500000;84.500000;252.500000;82.500000;0.010526;1.577437;0.603091;1;0.054174;-0.039188;0.005646;-0.016608;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.150985;0.000000;62.500000;83.500000;251.500000;82.500000;0.005291;-0.784529;0.303149;1;0.054092;0.036094;0.007360;-0.058407;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.151066;0.000000;63.500000;82.500000;251.500000;82.500000;0.000000;-0.792896;0.000000;1;0.054010;0.098984;0.003149;-0.001117;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.151148;0.000000;63.500000;82.500000;252.500000;82.500000;0.000000;0.000000;0.000000;1;0.053928;-0.055827;0.000472;-0.213100;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.151230;0.000000;63.500000;82.500000;252.500000;82.500000;0.000000;0.000000;0.000000;1;0.053847;-0.170093;0.000465;-0.337113;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.151312;0.000000;61.500000;83.500000;252.500000;81.500000;0.010471;1.569144;0.599934;1;0.053765;-0.170199;0.004421;0.071403;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.151394;0.000000;62.500000;83.500000;251.500000;82.500000;0.005291;-0.776270;0.303149;1;0.053683;-0.009334;0.006859;0.272473;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.151475;0.000000;62.500000;83.500000;251.500000;82.500000;0.005291;0.000000;0.303149;1;0.053601;0.102417;0.005369;0.403573;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.151557;0.000000;61.500000;83.500000;251.500000;82.500000;0.005263;-0.004173;0.301554;1;0.053519;0.042728;0.005362;0.104244;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.151639;0.000000;63.500000;82.500000;251.500000;82.500000;0.000000;-0.788737;0.000000;1;0.053438;0.024993;0.003629;-0.231375;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.151721;0.000000;62.500000;83.500000;251.500000;82.500000;0.005291;0.792927;0.303149;1;0.053356;-0.026985;0.003016;-0.214242;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.151803;0.000000;63.500000;82.500000;251.500000;82.500000;0.000000;-0.792931;0.000000;1;0.053274;-0.051576;0.002440;-0.277494;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.151885;0.000000;62.500000;83.500000;251.500000;82.500000;0.005291;0.792908;0.303149;1;0.053192;-0.074724;0.002278;0.031926;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.151966;0.000000;62.500000;82.500000;251.500000;82.500000;0.000000;-0.792899;0.000000;1;0.053110;-0.088659;0.002647;-0.032047;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.152048;0.000000;62.500000;83.500000;250.500000;82.500000;0.005319;0.797112;0.304762;1;0.053028;-0.075193;0.003016;0.144793;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.152130;0.000000;62.500000;83.500000;251.500000;82.500000;0.005291;-0.004217;0.303149;1;0.052947;-0.061702;0.004839;0.101621;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.152212;0.000000;63.500000;82.500000;251.500000;82.500000;0.000000;-0.792920;0.000000;1;0.052865;0.005224;0.002928;0.027080;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.152294;0.000000;62.500000;83.500000;251.500000;82.500000;0.005291;0.792915;0.303149;1;0.052783;-0.065101;0.002525;0.022814;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.152375;0.000000;62.500000;83.500000;252.500000;82.500000;0.005263;-0.004173;0.301554;1;0.052701;-0.079980;0.004656;-0.037444;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.152457;0.000000;62.500000;83.500000;252.500000;82.500000;0.005263;0.000000;0.301554;1;0.052619;-0.001765;0.005319;0.097550;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.152539;0.000000;61.500000;83.500000;251.500000;83.500000;0.000000;-0.788757;0.000000;1;0.052538;0.022504;0.003449;-0.036415;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.152703;0.000000;63.500000;82.500000;252.500000;82.500000;0.000000;0.000000;0.000000;1;0.052374;-0.046350;0.000790;-0.174854;0;Fri Jun 30 12:02:36 2023
