Starting new run: Thu Jun  8 13:11:00 2023

cameraAngle;alphaCam;alphaDotCam;alphaQube;alphaDotQube;Kx;KxCam;systemTime
0.000000;0.000000;0.000000;0.000000;-0.306796;-0.587821;0.685751;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.070505;-0.070505;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;0.000000;0.706477;0.706477;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.049504;-0.049504;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;-0.003068;-0.306796;-1.466383;-0.048681;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;-0.003068;0.000000;-0.191988;-0.047858;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;0.306796;0.450104;-0.823468;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.306796;1.351587;-0.066115;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.078564;-0.065566;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-1.338589;-0.065017;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.064468;-0.064468;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.306796;1.353783;-0.063919;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.080759;-0.063371;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-1.336394;-0.062822;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.062273;-0.062273;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.306796;1.355978;-0.061724;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.082954;-0.061175;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-1.334199;-0.060626;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.060078;-0.060078;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.306796;1.358173;-0.059529;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.085150;-0.058980;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.085699;-0.058431;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-1.331455;-0.057882;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.057334;-0.057334;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.306796;1.360917;-0.056785;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;-0.688540;-0.832670;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.068539;-0.075591;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.068814;-0.075316;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.006136;0.306796;1.486790;-0.075042;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;-0.306796;-1.204210;-0.074767;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.846071;0.701941;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.089815;-0.054315;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-0.550905;0.722667;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.033314;-0.033314;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;-0.003068;-0.306796;-1.450193;-0.032491;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;0.306796;1.241905;-0.031668;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.306796;0.610424;-0.807278;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.094205;-0.049925;Thu Jun  8 13:11:10 2023
