Starting new run: Mon Jun 12 16:28:42 2023

alphaQube;alphaDotQube;thetaQube;thetaDotQube;z;thetaTarget;p1x;p1y;p2x;p2y;alphaCam;alphaDotCam;cameraAngle;Kx;KxCam;systemTime
0.003068;0.000000;0.009204;0.000000;0.018899;0.000000;38.500000;105.500000;231.500000;105.500000;0.000000;0.000000;0.000000;-0.082969;-0.227099;Mon Jun 12 16:28:56 2023
0.009204;0.613592;0.009204;0.000000;0.018991;0.000000;37.500000;104.500000;231.500000;105.500000;-0.005155;-0.719049;-0.295336;2.751612;-3.454997;Mon Jun 12 16:28:56 2023
0.009204;0.000000;0.009204;0.000000;0.019083;0.000000;37.500000;105.500000;230.500000;105.500000;0.000000;0.719002;0.000000;0.203644;2.755976;Mon Jun 12 16:28:56 2023
0.003068;-0.613592;0.006136;-0.306796;0.019144;0.000000;37.500000;105.500000;231.500000;104.500000;0.005155;0.718975;0.295336;-1.856149;3.773631;Mon Jun 12 16:28:56 2023
0.000000;-0.306796;0.003068;-0.306796;0.019175;0.000000;38.500000;105.500000;231.500000;105.500000;0.000000;-0.718968;0.000000;-0.707627;-2.418633;Mon Jun 12 16:28:56 2023
0.000000;0.000000;0.003068;0.000000;0.019205;0.000000;37.500000;104.500000;231.500000;104.500000;0.000000;0.000000;0.000000;-0.191134;-0.191134;Mon Jun 12 16:28:56 2023
0.003068;0.306796;0.006136;0.306796;0.019267;0.000000;38.500000;104.500000;231.500000;104.500000;0.000000;0.000000;0.000000;0.449860;-0.967842;Mon Jun 12 16:28:56 2023
0.006136;0.306796;0.006136;0.000000;0.019328;0.000000;38.500000;104.500000;231.500000;104.500000;0.000000;0.000000;0.000000;1.350246;-0.211586;Mon Jun 12 16:28:56 2023
0.006136;0.000000;0.006136;0.000000;0.019390;0.000000;37.500000;105.500000;231.500000;104.500000;0.005155;0.718874;0.295336;0.076125;3.014215;Mon Jun 12 16:28:56 2023
0.003068;-0.306796;0.003068;-0.306796;0.019420;0.000000;38.500000;104.500000;231.500000;104.500000;0.000000;-0.718841;0.000000;-0.565692;-2.420302;Mon Jun 12 16:28:56 2023
0.003068;0.000000;0.003068;0.000000;0.019451;0.000000;37.500000;104.500000;231.500000;104.500000;0.000000;0.000000;0.000000;-0.049199;-0.193329;Mon Jun 12 16:28:56 2023
0.000000;-0.306796;-0.000000;-0.306796;0.019451;0.000000;37.500000;104.500000;230.500000;103.500000;0.005181;0.722481;0.296867;-0.690742;3.825405;Mon Jun 12 16:28:56 2023
